Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.019,1.1971,0.8377,4.7158,183.1321,357.4138,-0.0198,1.196,0.8229,4.5475,183.2893,357.5768,1,-0.032,0.0044,-0.0247,-0.0409,0.0758,0.9963,0.0312,0.0055,-0.0233,-0.0907,0.0758,0.993,-0.0182,1.2029,0.8464,0.0052,-0.0006,-1,1,Player1Face,-0.0104,1.202,-0.67,Player1Face,10298695011,0.0039,0.7982,0.2969,342.1975,51.5964,344.4064,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6595,0.75,359.5789,356.8598,0.0343,0.0149,0.9993,359.1973,1.7742,0,0.0048,0.0149,0.9999,359.1961,0.2891,0,Player2Face,0.003,1.2011,0.8504,0.0022,0.7946,-0.2861,13.8197,233.8309,342.9014,FingerCubeReady,Carpet,3917.591,0,1,Cube3,0.4,0.89,0,0,3878.947,3869.76970605,0.0110288372348382,0.5034,27.1511,31.4209,19.8034,0.2705,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.019,1.1971,0.8377,4.7276,183.144,357.4058,-0.0197,1.1961,0.823,4.5311,183.2868,357.5801,1,-0.032,0.0044,-0.0247,-0.0401,0.0761,0.9963,0.0312,0.0055,-0.0233,-0.0908,0.0762,0.993,-0.0182,1.2029,0.8465,0.0049,0,-1,1,Player1Face,-0.0108,1.2029,-0.6699,Player1Face,10298703343,0.0039,0.7983,0.2969,342.1964,51.5965,344.4076,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6595,0.7609,359.5808,356.8546,0.0342,0.0153,0.9993,359.1782,1.839,0,0.0038,0.0153,0.9999,359.1763,0.2721,0,Player2Face,0.0024,1.2014,0.8502,0.0022,0.7946,-0.2861,13.8197,233.8309,342.9014,FingerCubeReady,Carpet,3917.603,0,1,Cube3,0.4,0.89,0,0,3878.958,3869.78069785,0.0110288372348382,0.5034,27.1493,31.4527,19.8372,0.2791,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8378,4.7194,183.1527,357.401,-0.0197,1.1961,0.8231,4.5192,183.269,357.5906,1,-0.032,0.0044,-0.0247,-0.04,0.0766,0.9962,0.0312,0.0055,-0.0233,-0.0906,0.0761,0.993,-0.0182,1.2029,0.8466,0.0051,0.0004,-1,1,Player1Face,-0.0105,1.2035,-0.6699,Player1Face,10298720006,0.0039,0.7982,0.2969,342.197,51.5983,344.4071,FingerCubeReady,TABLE_Folding,-0.0164,1.1981,-0.6595,0.7685,359.5765,356.8424,0.0336,0.0153,0.9993,359.1611,1.8781,0,0.0042,0.0153,0.9999,359.1589,0.2582,0,Player2Face,0.0022,1.2013,0.8502,0.0022,0.7946,-0.2861,13.8209,233.8303,342.8983,FingerCubeReady,Carpet,3917.613,0,1,Cube3,0.4,0.89,0,0,3878.969,3869.79188625,0.0110288372348382,0.5034,27.1514,31.4547,19.8569,0.3026,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8378,4.7492,183.1606,357.3868,-0.0197,1.1961,0.8231,4.5145,183.2471,357.5721,1,-0.032,0.0044,-0.0247,-0.0402,0.0764,0.9963,0.0312,0.0055,-0.0233,-0.0904,0.076,0.993,-0.0182,1.2029,0.8466,0.0054,0.0004,-1,1,Player1Face,-0.01,1.2035,-0.6698,Player1Face,10298736669,0.0039,0.7982,0.2969,342.197,51.596,344.4014,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6594,0.7993,359.5916,356.8011,0.0358,0.0161,0.9992,359.1235,1.9395,0,0.0049,0.0161,0.9999,359.121,0.2621,0,Player2Face,0.005,1.2016,0.8506,0.0022,0.7946,-0.2861,13.82,233.8241,342.8974,FingerCubeReady,Carpet,3917.635,0,1,Cube3,0.4,0.89,0,0,3878.991,3869.81367595,0.0110288372348382,0.5034,27.1546,31.4391,19.856,0.3147,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8378,4.7655,183.1725,357.3756,-0.0197,1.196,0.8231,4.5252,183.2402,357.5394,1,-0.032,0.0044,-0.0247,-0.0402,0.0759,0.9963,0.0312,0.0055,-0.0233,-0.09,0.0765,0.993,-0.0181,1.2029,0.8466,0.0053,0.0002,-1,1,Player1Face,-0.0102,1.2032,-0.6698,Player1Face,10298753332,0.0039,0.7982,0.2969,342.1953,51.5939,344.3958,FingerCubeReady,TABLE_Folding,-0.0163,1.1982,-0.6594,0.803,359.5883,356.777,0.0353,0.0158,0.9993,359.1091,1.9741,0,0.005,0.0158,0.9999,359.107,0.2696,0,Player2Face,0.0046,1.2011,0.8507,0.0022,0.7946,-0.286,13.8165,233.8145,342.9008,FingerCubeReady,Carpet,3917.648,0,1,Cube3,0.4,0.89,0,0,3879.002,3869.82533645,0.0110288372348382,0.5034,27.1575,31.4365,19.8447,0.3007,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8377,4.7831,183.1787,357.36,-0.0197,1.196,0.8231,4.5391,183.2365,357.5182,1,-0.032,0.0044,-0.0247,-0.0398,0.0761,0.9963,0.0312,0.0055,-0.0233,-0.09,0.0765,0.993,-0.0181,1.2029,0.8465,0.0051,0.0001,-1,1,Player1Face,-0.0104,1.203,-0.6699,Player1Face,10298761663,0.0039,0.7982,0.2969,342.1954,51.5995,344.398,FingerCubeReady,TABLE_Folding,-0.0163,1.1982,-0.6594,0.8062,359.5844,356.7725,0.0352,0.0162,0.9993,359.0997,1.9921,0,0.0044,0.0162,0.9998,359.0979,0.2698,0,Player2Face,0.0038,1.2016,0.8504,0.0022,0.7946,-0.2861,13.8097,233.8193,342.9034,FingerCubeReady,Carpet,3917.658,0,1,Cube3,0.4,0.89,0,0,3879.014,3869.83650235,0.0110288372348382,0.5034,27.1585,31.4393,19.8387,0.2887,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0192,1.1971,0.8377,4.7984,183.1832,357.3505,-0.0197,1.196,0.823,4.5481,183.2339,357.5085,1,-0.032,0.0044,-0.0247,-0.0397,0.076,0.9963,0.0312,0.0055,-0.0233,-0.0897,0.0766,0.993,-0.0181,1.2029,0.8465,0.0049,0,-1,1,Player1Face,-0.0107,1.2028,-0.6698,Player1Face,10298769995,0.0039,0.7982,0.2969,342.196,51.6,344.3987,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6594,0.7994,359.5869,356.7827,0.0354,0.0164,0.9993,359.0889,2.0045,0,0.0045,0.0164,0.9998,359.0872,0.2657,0,Player2Face,0.0041,1.2022,0.8504,0.0022,0.7946,-0.2861,13.8083,233.8155,342.8994,FingerCubeReady,Carpet,3917.669,0,1,Cube3,0.4,0.89,0,0,3879.025,3869.84739415,0.0110288372348382,0.5034,27.1587,31.4467,19.8324,0.277,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0192,1.1971,0.8377,4.8123,183.1951,357.3588,-0.0198,1.1961,0.8228,4.5557,183.2295,357.5125,1,-0.032,0.0044,-0.0247,-0.0393,0.0759,0.9963,0.0312,0.0055,-0.0233,-0.0906,0.0767,0.9929,-0.0182,1.2029,0.8463,0.0053,-0.0002,-1,1,Player1Face,-0.0103,1.2027,-0.6699,Player1Face,10298786658,0.0039,0.7982,0.2969,342.1991,51.5991,344.3956,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6594,0.8017,359.5909,356.7851,0.0355,0.0162,0.9993,359.0811,2.0138,0,0.0044,0.0162,0.9998,359.0797,0.2621,0,Player2Face,0.0042,1.2018,0.8506,0.0022,0.7946,-0.2861,13.8097,233.8152,342.8904,FingerCubeReady,Carpet,3917.68,0,1,Cube3,0.4,0.89,0,0,3879.036,3869.85884525,0.0110288372348382,0.5034,27.1623,31.4364,19.827,0.288,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8377,4.8181,183.1898,357.3524,-0.0197,1.1961,0.8228,4.5748,183.2308,357.5183,1,-0.032,0.0044,-0.0246,-0.0391,0.0762,0.9963,0.0312,0.0055,-0.0233,-0.0899,0.0772,0.993,-0.0182,1.2029,0.8462,0.0048,-0.0002,-1,1,Player1Face,-0.011,1.2027,-0.6699,Player1Face,10298794990,0.004,0.7982,0.2969,342.1999,51.601,344.3933,FingerCubeReady,TABLE_Folding,-0.0164,1.1982,-0.6595,0.793,359.5884,356.808,0.0357,0.0163,0.9992,359.0758,2.0238,0,0.0044,0.0163,0.9998,359.0749,0.2588,0,Player2Face,0.0044,1.2022,0.8505,0.0022,0.7946,-0.2861,13.8078,233.8118,342.891,FingerCubeReady,Carpet,3917.693,0,1,Cube3,0.4,0.89,0,0,3879.048,3869.87083995,0.0110288372348382,0.5034,27.1657,31.4599,19.8299,0.2669,0
joint,7539,3,Responder,1,2,3,Initiator,0,3,2,3,1,0,-0.0191,1.1971,0.8377,4.8384,183.1886,357.3566,-0.0197,1.1961,0.8227,4.5969,183.227,357.5149,1,-0.032,0.0044,-0.0246,-0.0389,0.0762,0.9963,0.0312,0.0055,-0.0233,-0.09,0.0772,0.9929,-0.0182,1.2029,0.8461,0.0048,-0.0006,-1,1,Player1Face,-0.011,1.2021,-0.67,Player1Face,10298803321,0.004,0.7982,0.2969,342.2014,51.6037,344.39,FingerCubeReady,TABLE_Folding,-0.0164,1.1983,-0.6594,0.7796,359.5912,356.8216,0.0359,0.0161,0.9992,359.0742,2.0321,0,0.0041,0.0161,0.9998,359.0736,0.2547,0,Player2Face,0.0045,1.2021,0.8505,0.0022,0.7947,-0.2861,13.8086,233.8183,342.8903,FingerCubeReady,Carpet,3917.703,0,1,Cube3,0.4,0.89,0,0,3879.058,3869.88090435,0.0110288372348382,0.5034,27.1697,31.4503,19.8083,0.2502,0
