Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0167,1.1958,0.8365,6.6409,181.475,356.251,-0.0172,1.1943,0.8218,6.5632,181.5414,356.1978,1,-0.0319,0.004,-0.0241,-0.0132,0.1079,0.9941,0.0309,0.0074,-0.0237,-0.0565,0.0993,0.9935,-0.0164,1.2027,0.8448,0.001,-0.0086,-1,1,Player1Face,-0.015,1.1901,-0.619,Player1Face,8716188490,0.0051,0.7996,0.288,345.7051,51.0365,345.6686,FingerCubeReady,TABLE_Folding,-0.0199,1.1758,-0.6085,358.5447,0.8449,355.598,0.0308,-0.0081,0.9994,0.4645,1.923,0,-0.0093,-0.0081,1,0.4627,359.5081,0,Player2Face,0.015,1.2008,0.8519,0.0043,0.7953,-0.3022,351.3473,218.0365,347.0963,FingerCubeReady,TABLE_Folding,2335.019,0,1,Cube3,0.4,0.89,0,0,2296.374,2287.19182545,0.0161765250485442,0.4971,26.8203,31.3082,19.082,0.6004,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0166,1.1958,0.8366,6.6351,181.4862,356.2625,-0.0172,1.1942,0.8218,6.5732,181.5428,356.21,1,-0.0319,0.004,-0.0241,-0.0135,0.1076,0.9941,0.0309,0.0074,-0.0237,-0.0561,0.099,0.9935,-0.0164,1.2027,0.8449,0.001,-0.0091,-1,1,Player1Face,-0.015,1.1894,-0.619,Player1Face,8716196821,0.0051,0.7996,0.288,345.7023,51.0486,345.6665,FingerCubeReady,TABLE_Folding,-0.0199,1.1757,-0.6085,358.5527,0.8388,355.5793,0.0302,-0.0079,0.9995,0.4606,1.8688,0,-0.0076,-0.0079,1,0.4594,359.5081,0,Player2Face,0.0156,1.2008,0.8521,0.0043,0.7953,-0.3022,351.3473,218.0365,347.0963,FingerCubeReady,TABLE_Folding,2335.031,0,1,Cube3,0.4,0.89,0,0,2296.385,2287.20389975,0.0161765250485442,0.4971,26.8294,31.2928,19.054,0.5754,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0167,1.1958,0.8365,6.6318,181.4787,356.2493,-0.0172,1.1942,0.8218,6.6032,181.5607,356.2245,1,-0.0319,0.004,-0.0241,-0.013,0.1078,0.9941,0.0309,0.0074,-0.0237,-0.0557,0.0987,0.9935,-0.0164,1.2026,0.8449,0.0002,-0.0097,-1,1,Player1Face,-0.0161,1.1885,-0.619,Player1Face,8716213484,0.0051,0.7996,0.288,345.7028,51.0507,345.662,FingerCubeReady,TABLE_Folding,-0.0199,1.1757,-0.6086,358.5527,0.8484,355.5735,0.0303,-0.0071,0.9995,0.4509,1.8217,0,-0.0074,-0.0071,1,0.4497,359.5246,0,Player2Face,0.0162,1.2019,0.8519,0.0043,0.7953,-0.3022,351.3567,218.0378,347.0993,FingerCubeReady,TABLE_Folding,2335.042,0,1,Cube3,0.4,0.89,0,0,2296.396,2287.21458115,0.0161765250485442,0.4971,26.8357,31.3057,19.0223,0.5301,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0166,1.1958,0.8366,6.6125,181.491,356.2547,-0.0172,1.1942,0.8218,6.6153,181.5585,356.2327,1,-0.0319,0.004,-0.0242,-0.0135,0.1076,0.9941,0.0309,0.0074,-0.0237,-0.0554,0.0987,0.9936,-0.0164,1.2026,0.8449,0.0004,-0.01,-1,1,Player1Face,-0.0158,1.188,-0.619,Player1Face,8716221816,0.0051,0.7996,0.288,345.6819,51.0477,345.6582,FingerCubeReady,TABLE_Folding,-0.0198,1.1756,-0.6084,358.5681,0.8637,355.5612,0.0302,-0.0062,0.9995,0.4299,1.7889,0,-0.0092,-0.0062,1,0.4278,359.5255,0,Player2Face,0.0154,1.203,0.8514,0.0043,0.7953,-0.3022,351.3734,218.0218,347.108,FingerCubeReady,TABLE_Folding,2335.053,0,1,Cube3,0.4,0.89,0,0,2296.408,2287.22675805,0.0161765250485442,0.4971,26.8332,31.2883,19.0046,0.5196,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0166,1.1959,0.8366,6.632,181.4809,356.2409,-0.0172,1.1942,0.8218,6.6191,181.5579,356.227,1,-0.0319,0.004,-0.0242,-0.0136,0.1078,0.9941,0.0309,0.0074,-0.0237,-0.0554,0.0987,0.9936,-0.0164,1.2026,0.8449,0.0004,-0.0099,-1,1,Player1Face,-0.0158,1.1881,-0.6189,Player1Face,8716230147,0.0051,0.7996,0.288,345.6773,51.0394,345.6549,FingerCubeReady,TABLE_Folding,-0.0197,1.1756,-0.6083,358.5829,0.8589,355.5595,0.0301,-0.0069,0.9995,0.4119,1.7651,0,-0.0089,-0.0069,1,0.4098,359.5143,0,Player2Face,0.0153,1.2015,0.8518,0.0043,0.7953,-0.3021,351.3984,218.0091,347.0996,FingerCubeReady,TABLE_Folding,2335.064,0,1,Cube3,0.4,0.89,0,0,2296.419,2287.23691145,0.0161765250485442,0.4971,26.8312,31.2882,19.0075,0.5189,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0167,1.1958,0.8366,6.6512,181.474,356.2159,-0.0171,1.1942,0.8217,6.6277,181.5451,356.2218,1,-0.0319,0.004,-0.0242,-0.0136,0.1077,0.9941,0.0309,0.0074,-0.0237,-0.0555,0.0991,0.9935,-0.0164,1.2026,0.8448,0.0007,-0.01,-0.9999,1,Player1Face,-0.0153,1.188,-0.6187,Player1Face,8716246810,0.0051,0.7996,0.288,345.677,51.043,345.6544,FingerCubeReady,TABLE_Folding,-0.0197,1.1756,-0.6083,358.5928,0.8636,355.5577,0.0303,-0.0071,0.9995,0.4059,1.7511,0,-0.0093,-0.0071,1,0.4045,359.5016,0,Player2Face,0.0153,1.201,0.852,0.0043,0.7953,-0.3021,351.4107,218.0079,347.0926,FingerCubeReady,TABLE_Folding,2335.075,0,1,Cube3,0.4,0.89,0,0,2296.43,2287.24847185,0.0161765250485442,0.4971,26.8357,31.2726,19.0028,0.5215,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0167,1.1959,0.8366,6.6595,181.4615,356.1967,-0.0171,1.1942,0.8217,6.6357,181.5416,356.2216,1,-0.0319,0.004,-0.0242,-0.0133,0.1075,0.9941,0.0309,0.0074,-0.0237,-0.0557,0.0994,0.9935,-0.0163,1.2026,0.8448,0.0007,-0.01,-0.9999,1,Player1Face,-0.0153,1.1879,-0.6187,Player1Face,8716255142,0.0051,0.7996,0.288,345.6701,51.0398,345.6531,FingerCubeReady,TABLE_Folding,-0.0196,1.1756,-0.6083,358.6134,0.8605,355.5545,0.0298,-0.0069,0.9995,0.403,1.7396,0,-0.0083,-0.0069,1,0.4021,359.4992,0,Player2Face,0.0158,1.2006,0.8522,0.0043,0.7953,-0.3021,351.4172,218.0087,347.0918,FingerCubeReady,TABLE_Folding,2335.086,0,1,Cube3,0.4,0.89,0,0,2296.441,2287.25966265,0.0161765250485442,0.4971,26.8342,31.269,18.9997,0.5189,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0167,1.1958,0.8366,6.6769,181.4568,356.1757,-0.0171,1.1941,0.8217,6.6322,181.5365,356.23,1,-0.0319,0.004,-0.0242,-0.0135,0.1076,0.9941,0.0309,0.0074,-0.0237,-0.0559,0.0994,0.9935,-0.0163,1.2026,0.8448,0.001,-0.0099,-1,1,Player1Face,-0.0148,1.1881,-0.6188,Player1Face,8716263473,0.0051,0.7996,0.2881,345.6376,51.0301,345.6509,FingerCubeReady,TABLE_Folding,-0.0197,1.1756,-0.6083,358.6113,0.8513,355.5516,0.029,-0.0069,0.9995,0.4001,1.7212,0,-0.0074,-0.0069,1,0.3994,359.514,0,Player2Face,0.0156,1.2007,0.8522,0.0043,0.7953,-0.3021,351.438,218.0012,347.0863,FingerCubeReady,TABLE_Folding,2335.098,0,1,Cube3,0.4,0.89,0,0,2296.452,2287.27053925,0.0161765250485442,0.4971,26.822,31.2585,19.0059,0.5338,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0168,1.1958,0.8367,6.699,181.4476,356.1576,-0.017,1.1941,0.8216,6.6295,181.5131,356.2447,1,-0.0319,0.004,-0.0242,-0.0137,0.1075,0.9941,0.0309,0.0074,-0.0237,-0.0551,0.0993,0.9935,-0.0163,1.2026,0.8447,0.0012,-0.01,-0.9999,1,Player1Face,-0.0146,1.1879,-0.6188,Player1Face,8716280136,0.0051,0.7996,0.288,345.6355,51.0366,345.6505,FingerCubeReady,TABLE_Folding,-0.0197,1.1755,-0.6083,358.6109,0.8527,355.5603,0.0286,-0.0069,0.9995,0.3982,1.6978,0,-0.0074,-0.0069,1,0.3978,359.5345,0,Player2Face,0.0155,1.2006,0.8522,0.0043,0.7953,-0.3021,351.4409,217.9978,347.0895,FingerCubeReady,TABLE_Folding,2335.109,0,1,Cube3,0.4,0.89,0,0,2296.464,2287.28255905,0.0161765250485442,0.4971,26.8263,31.2496,18.9998,0.5312,0
joint,2630,3,Initiator,4,2,6,Responder,-1,0,2,3,1,0,-0.0168,1.1958,0.8366,6.7145,181.4416,356.1341,-0.017,1.1941,0.8216,6.6227,181.4993,356.2466,1,-0.0319,0.004,-0.0242,-0.0135,0.107,0.9942,0.0309,0.0074,-0.0237,-0.0552,0.0994,0.9935,-0.0163,1.2026,0.8447,0.0014,-0.0101,-0.9999,1,Player1Face,-0.0143,1.1878,-0.6188,Player1Face,8716288468,0.0051,0.7996,0.288,345.6209,51.0368,345.6509,FingerCubeReady,TABLE_Folding,-0.0197,1.1755,-0.6082,358.6075,0.8439,355.5707,0.027,-0.0045,0.9996,0.3779,1.6649,0,-0.0112,-0.0045,0.9999,0.3766,359.5166,0,Player2Face,0.0114,1.2045,0.85,0.0043,0.7953,-0.3021,351.4541,218.0077,347.0791,FingerCubeReady,TABLE_Folding,2335.119,0,1,Cube3,0.4,0.89,0,0,2296.475,2287.29289705,0.0161765250485442,0.4971,26.8224,31.239,18.9946,0.5316,0
