Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0296,1.1832,0.8203,6.9269,183.1013,357.4789,0.0286,1.1819,0.8062,6.7078,183.165,357.5152,1,-0.032,0.0039,-0.0249,-0.0199,0.1039,0.9944,0.0309,0.006,-0.0235,-0.0785,0.1146,0.9903,0.0303,1.1896,0.8296,-0.0108,-0.0054,-0.9999,1,Player1Face,0.0142,1.1815,-0.6653,Player1Face,15460712595,0.0061,0.7993,0.2816,335.3441,52.1457,345.6512,FingerCubeReady,TABLE_Folding,-0.0056,1.1792,-0.6525,0.2438,1.4621,358.0311,0.0047,0.0147,1,359.245,0.2956,0,-0.0228,0.0147,0.9995,359.2449,358.9321,0,Player2Face,0.0194,1.1976,0.831,-0.0042,0.8004,-0.2979,359.5757,203.1619,347.1607,FingerCubeReady,TABLE_Folding,351.1339,0,1,Cube2,0,0.89,0,0,371.7586,337.9454323,0.0122897765361302,0.2959,54.2284,19.5885,18.761,0.7756,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0296,1.1831,0.8201,6.9537,183.0919,357.4786,0.0286,1.1818,0.8061,6.7397,183.1553,357.5086,1,-0.032,0.0039,-0.0249,-0.0196,0.1041,0.9944,0.0309,0.006,-0.0234,-0.0783,0.1154,0.9902,0.0303,1.1896,0.8295,-0.0109,-0.0054,-0.9999,1,Player1Face,0.014,1.1814,-0.6653,Player1Face,15460720927,0.0061,0.7993,0.2816,335.3377,52.1419,345.6495,FingerCubeReady,TABLE_Folding,-0.0056,1.1793,-0.6524,0.244,1.4689,358.0202,0.0068,0.0151,1,359.2144,0.3047,0,-0.022,0.0151,0.9995,359.2153,358.8542,0,Player2Face,0.0217,1.1982,0.8304,-0.0042,0.8004,-0.2979,359.5757,203.1619,347.1607,FingerCubeReady,TABLE_Folding,351.1448,0,1,Cube2,0,0.89,0,0,371.7698,337.9568754,0.0122897765361302,0.2959,54.2328,19.5843,18.7571,0.7664,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0297,1.1829,0.8199,7.0432,183.0706,357.4898,0.0287,1.1816,0.8059,6.8233,183.1329,357.4768,1,-0.032,0.0039,-0.0251,-0.0201,0.1024,0.9945,0.0309,0.006,-0.0234,-0.0783,0.117,0.99,0.0304,1.1895,0.8293,-0.0103,-0.0069,-0.9999,1,Player1Face,0.0149,1.1791,-0.6656,Player1Face,15460745921,0.0061,0.7993,0.2816,335.3466,52.1356,345.6245,FingerCubeReady,TABLE_Folding,-0.0054,1.1793,-0.6523,0.2401,1.4976,358.0022,0.0072,0.0144,1,359.1801,0.3616,0,-0.0227,0.0144,0.9995,359.1809,358.7569,0,Player2Face,0.0223,1.1973,0.8303,-0.0042,0.8004,-0.2979,359.7247,203.0976,347.1342,FingerCubeReady,TABLE_Folding,351.1671,0,1,Cube2,0,0.89,0,0,371.7919,337.9787411,0.0122897765361302,0.2959,54.2559,19.5019,18.6747,0.792,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0297,1.1827,0.8198,7.0995,183.0632,357.48,0.0287,1.1816,0.8058,6.8544,183.1332,357.4696,1,-0.032,0.0039,-0.0251,-0.0202,0.103,0.9945,0.0309,0.006,-0.0234,-0.0779,0.117,0.9901,0.0304,1.1894,0.8292,-0.0105,-0.0072,-0.9999,1,Player1Face,0.0147,1.1787,-0.6656,Player1Face,15460754253,0.0061,0.7993,0.2816,335.3643,52.1393,345.6218,FingerCubeReady,TABLE_Folding,-0.0055,1.1792,-0.6522,0.2342,1.4849,358.005,0.0075,0.0142,1,359.1776,0.3844,0,-0.0225,0.0142,0.9995,359.1779,358.7342,0,Player2Face,0.0224,1.1972,0.8301,-0.0042,0.8004,-0.2979,359.7993,203.0634,347.1172,FingerCubeReady,TABLE_Folding,351.1783,0,1,Cube2,0,0.89,0,0,371.803,337.9899508,0.0122897765361302,0.2959,54.2565,19.4855,18.6586,0.7883,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0297,1.1826,0.8196,7.1669,183.0597,357.4652,0.0288,1.1814,0.8055,6.9063,183.1069,357.4753,1,-0.032,0.0039,-0.025,-0.0198,0.1043,0.9943,0.0309,0.006,-0.0235,-0.0776,0.1182,0.9899,0.0304,1.1893,0.8289,-0.0104,-0.0069,-0.9999,1,Player1Face,0.0149,1.179,-0.6655,Player1Face,15460770916,0.0061,0.7993,0.2816,335.3589,52.1389,345.6191,FingerCubeReady,TABLE_Folding,-0.0056,1.1793,-0.6523,0.2301,1.5016,358.002,0.0073,0.014,1,359.1813,0.4003,0,-0.0228,0.014,0.9995,359.1813,358.7193,0,Player2Face,0.0224,1.197,0.8299,-0.0042,0.8004,-0.2979,0.0005,203.0252,347.0704,FingerCubeReady,TABLE_Folding,351.1899,0,1,Cube2,0,0.89,0,0,371.8145,338.0012747,0.0122897765361302,0.2959,54.2593,19.5034,18.676,0.7967,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0297,1.1825,0.8195,7.2139,183.0463,357.4657,0.0288,1.1813,0.8054,6.9335,183.099,357.4788,1,-0.032,0.0039,-0.025,-0.0203,0.1049,0.9943,0.0308,0.006,-0.0235,-0.0778,0.1189,0.9898,0.0304,1.1892,0.8288,-0.01,-0.0066,-0.9999,1,Player1Face,0.0155,1.1793,-0.6656,Player1Face,15460779247,0.0061,0.7993,0.2816,335.3554,52.1395,345.612,FingerCubeReady,TABLE_Folding,-0.0056,1.1793,-0.6522,0.2438,1.5151,357.9947,0.0071,0.0137,1,359.1897,0.4064,0,-0.0231,0.0137,0.9995,359.1893,358.7067,0,Player2Face,0.0223,1.1962,0.8299,-0.0042,0.8004,-0.2979,0.0979,202.9729,347.0537,FingerCubeReady,TABLE_Folding,351.2009,0,1,Cube2,0,0.89,0,0,371.8262,338.0131941,0.0122897765361302,0.2959,54.2663,19.5153,18.6885,0.8216,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0297,1.1824,0.8194,7.2812,183.0406,357.4991,0.0288,1.1813,0.8053,6.9531,183.0922,357.4786,1,-0.032,0.0039,-0.025,-0.0199,0.1056,0.9942,0.0308,0.006,-0.0235,-0.0779,0.119,0.9898,0.0304,1.1891,0.8287,-0.01,-0.0066,-0.9999,1,Player1Face,0.0155,1.1793,-0.6656,Player1Face,15460787579,0.0061,0.7993,0.2816,335.3663,52.1368,345.6061,FingerCubeReady,TABLE_Folding,-0.0056,1.1793,-0.6522,0.2502,1.5246,357.9849,0.0072,0.0132,1,359.2039,0.4089,0,-0.0232,0.0132,0.9995,359.2031,358.6951,0,Player2Face,0.0227,1.1954,0.8299,-0.0042,0.8004,-0.2979,0.166,202.9609,347.0441,FingerCubeReady,TABLE_Folding,351.2124,0,1,Cube2,0,0.89,0,0,371.8365,338.0232276,0.0122897765361302,0.296,54.2735,19.5153,18.6891,0.8195,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0296,1.1823,0.8192,7.3449,183.0371,357.5378,0.0289,1.1811,0.8051,7.025,183.075,357.4861,1,-0.032,0.0039,-0.0248,-0.0214,0.1082,0.9939,0.0308,0.006,-0.0236,-0.0776,0.1199,0.9897,0.0305,1.189,0.8284,-0.0092,-0.0061,-0.9999,1,Player1Face,0.0167,1.1799,-0.6658,Player1Face,15460804242,0.0061,0.7993,0.2817,335.3455,52.1246,345.6077,FingerCubeReady,TABLE_Folding,-0.0055,1.1792,-0.6521,0.2571,1.5281,357.9572,0.0075,0.0134,1,359.2159,0.4136,0,-0.0233,0.0134,0.9995,359.215,358.6853,0,Player2Face,0.023,1.1955,0.8297,-0.0042,0.8004,-0.2979,0.3211,202.9651,346.9686,FingerCubeReady,TABLE_Folding,351.2236,0,1,Cube2,0,0.89,0,0,371.8479,338.0348236,0.0122897765361302,0.296,54.2798,19.5441,18.7162,0.8643,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0296,1.1822,0.8191,7.4186,183.0245,357.5496,0.0289,1.181,0.805,7.0574,183.0687,357.4873,1,-0.032,0.0039,-0.0248,-0.0209,0.109,0.9938,0.0308,0.006,-0.0236,-0.0777,0.1204,0.9897,0.0305,1.1889,0.8284,-0.0093,-0.006,-0.9999,1,Player1Face,0.0166,1.1799,-0.6656,Player1Face,15460812573,0.0061,0.7993,0.2817,335.3311,52.1248,345.6038,FingerCubeReady,TABLE_Folding,-0.0054,1.1792,-0.6521,0.2684,1.5268,357.953,0.0067,0.0137,1,359.2202,0.4116,0,-0.023,0.0137,0.9995,359.2151,358.6837,0,Player2Face,0.0226,1.1957,0.8296,-0.0042,0.8004,-0.2979,0.3913,202.9227,346.9427,FingerCubeReady,TABLE_Folding,351.2344,0,1,Cube2,0,0.89,0,0,371.8593,338.0459834,0.0122897765361302,0.296,54.2833,19.5459,18.7182,0.8577,0
joint,7607,2,Initiator,4,6,2,Responder,-1,0,3,1,2,0,0.0296,1.1821,0.819,7.4748,183.0219,357.5092,0.0289,1.1809,0.8049,7.0993,183.0633,357.4801,1,-0.032,0.0039,-0.0248,-0.0202,0.1105,0.9937,0.0308,0.006,-0.0236,-0.0773,0.121,0.9896,0.0305,1.1888,0.8283,-0.0098,-0.0057,-0.9999,1,Player1Face,0.0159,1.1803,-0.6654,Player1Face,15460820905,0.0061,0.7993,0.2817,335.3453,52.144,345.5936,FingerCubeReady,TABLE_Folding,-0.0054,1.1791,-0.6521,0.2791,1.5468,357.9191,0.0053,0.0136,1,359.2207,0.3906,0,-0.0234,0.0136,0.9994,359.2158,358.6801,0,Player2Face,0.0218,1.1953,0.8295,-0.0042,0.8004,-0.2979,0.4321,202.9108,346.9594,FingerCubeReady,TABLE_Folding,351.2456,0,1,Cube2,0,0.89,0,0,371.8707,338.0576491,0.0122897765361302,0.296,54.2776,19.5591,18.7323,0.8311,0
