Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0279,1.185,0.8272,5.9337,187.2004,357.873,0.0258,1.1838,0.8132,5.6954,187.4163,357.6824,1,-0.0323,0.0039,-0.0249,-0.0608,0.0392,0.9974,0.0306,0.0061,-0.0237,-0.1229,0.0416,0.9915,0.0295,1.1912,0.8366,-0.0389,-0.0548,-0.9977,1,Player1Face,-0.0272,1.1114,-0.6161,Player1Face,17073587525,0.0002,0.7982,0.2984,336.2505,53.1304,354.4644,FingerCubeReady,TABLE_Folding,-0.028,1.1504,-0.5957,356.9041,3.1013,357.432,0.0206,-0.0205,0.9994,1.1499,1.1719,0,-0.0051,-0.0205,0.9999,1.1496,359.7204,0,Player2Face,0.0596,1.2006,0.8367,-0.0002,0.7992,-0.2953,1.7553,195.4163,345.2086,FingerCubeReady,TABLE_Folding,1964.074,0,1,Cube2,0,0.89,0,0,1984.704,1950.89166235,0.0112137251507137,0.3122,44.5725,16.6496,15.9736,1.514,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0278,1.1849,0.8271,5.9953,187.1491,357.8321,0.0258,1.1839,0.8129,5.7123,187.4032,357.791,1,-0.0323,0.0039,-0.0249,-0.0601,0.0415,0.9973,0.0306,0.0061,-0.0237,-0.1228,0.0426,0.9915,0.0295,1.1913,0.8363,-0.0391,-0.0537,-0.9978,1,Player1Face,-0.0273,1.1132,-0.6152,Player1Face,17073612520,0.0002,0.7982,0.2985,336.2321,53.1017,354.404,FingerCubeReady,TABLE_Folding,-0.0279,1.1504,-0.5957,356.8564,3.1269,357.4163,0.021,-0.0224,0.9993,1.2006,1.1907,0,-0.0049,-0.0224,0.9999,1.2013,359.711,0,Player2Face,0.0604,1.1991,0.837,-0.0002,0.7991,-0.2952,1.7567,195.4116,345.2115,FingerCubeReady,TABLE_Folding,1964.099,0,1,Cube2,0,0.89,0,0,1984.726,1950.91375645,0.0112137251507137,0.3123,44.645,16.7239,16.0463,1.4436,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0278,1.1848,0.8271,6.0335,187.1367,357.8006,0.0259,1.1839,0.8129,5.7163,187.4003,357.8105,1,-0.0323,0.0039,-0.0249,-0.0601,0.0423,0.9973,0.0306,0.0061,-0.0237,-0.1227,0.043,0.9915,0.0296,1.1913,0.8362,-0.0391,-0.0532,-0.9978,1,Player1Face,-0.0273,1.114,-0.6148,Player1Face,17073620851,0.0003,0.7982,0.2984,336.2344,53.1515,354.3743,FingerCubeReady,TABLE_Folding,-0.0279,1.1504,-0.5956,356.8655,3.1425,357.4187,0.0208,-0.0224,0.9993,1.2288,1.1944,0,-0.0051,-0.0224,0.9999,1.2296,359.7112,0,Player2Face,0.0606,1.1989,0.837,-0.0002,0.7991,-0.2952,1.7546,195.4102,345.221,FingerCubeReady,TABLE_Folding,1964.111,0,1,Cube2,0,0.89,0,0,1984.737,1950.92493185,0.0112137251507137,0.3122,44.6319,16.7554,16.0805,1.4143,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0277,1.1847,0.8271,6.0575,187.1238,357.7864,0.0259,1.1839,0.8128,5.7073,187.3837,357.8624,1,-0.0323,0.0039,-0.0248,-0.0592,0.0423,0.9973,0.0306,0.0061,-0.0237,-0.1232,0.0436,0.9914,0.0296,1.1913,0.8362,-0.039,-0.0528,-0.9978,1,Player1Face,-0.0271,1.1145,-0.6146,Player1Face,17073637514,0.0003,0.7982,0.2984,336.2032,53.1227,354.3784,FingerCubeReady,TABLE_Folding,-0.0279,1.1504,-0.5956,356.8693,3.1403,357.4399,0.0197,-0.0226,0.9994,1.2509,1.1855,0,-0.0043,-0.0226,0.9999,1.2516,359.718,0,Player2Face,0.0604,1.1985,0.8369,-0.0002,0.7991,-0.2952,1.7558,195.4104,345.2241,FingerCubeReady,TABLE_Folding,1964.122,0,1,Cube2,0,0.89,0,0,1984.749,1950.93645045,0.0112137251507137,0.3122,44.6521,16.7759,16.1015,1.3962,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0277,1.1847,0.8271,6.0805,187.1255,357.7715,0.0259,1.1839,0.8127,5.7083,187.3674,357.8835,1,-0.0323,0.0039,-0.0248,-0.0589,0.0423,0.9974,0.0306,0.0061,-0.0237,-0.123,0.0437,0.9914,0.0296,1.1913,0.8361,-0.0389,-0.0528,-0.9978,1,Player1Face,-0.027,1.1145,-0.6146,Player1Face,17073645846,0.0002,0.7983,0.2985,336.2075,53.106,354.344,FingerCubeReady,TABLE_Folding,-0.0279,1.1504,-0.5955,356.8661,3.1358,357.4375,0.0198,-0.0227,0.9994,1.2627,1.176,0,-0.0041,-0.0227,0.9999,1.2633,359.7258,0,Player2Face,0.0604,1.1985,0.837,-0.0002,0.7991,-0.2952,1.7566,195.4116,345.2233,FingerCubeReady,TABLE_Folding,1964.129,0,1,Cube2,0,0.89,0,0,1984.76,1950.94719195,0.0112137251507137,0.3123,44.6907,16.7768,16.101,1.3958,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0277,1.1846,0.827,6.1043,187.1136,357.7626,0.0258,1.1839,0.8126,5.713,187.3592,357.9022,1,-0.0323,0.0039,-0.0248,-0.0588,0.043,0.9973,0.0306,0.0061,-0.0237,-0.123,0.0436,0.9914,0.0295,1.1913,0.836,-0.0389,-0.0526,-0.9979,1,Player1Face,-0.027,1.1148,-0.6144,Player1Face,17073654177,0.0003,0.7983,0.2985,336.2182,53.1025,354.3163,FingerCubeReady,TABLE_Folding,-0.0279,1.1505,-0.5955,356.8697,3.13,357.4635,0.0199,-0.0234,0.9993,1.2909,1.1598,0,-0.004,-0.0234,0.9999,1.2914,359.7438,0,Player2Face,0.0603,1.1973,0.8371,-0.0002,0.7991,-0.2952,1.7561,195.4115,345.2219,FingerCubeReady,TABLE_Folding,1964.145,0,1,Cube2,0,0.89,0,0,1984.771,1950.95864985,0.0112137251507137,0.3123,44.7118,16.7906,16.1133,1.3864,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0276,1.1846,0.827,6.1367,187.1145,357.751,0.0258,1.1838,0.8125,5.7547,187.3181,357.9159,1,-0.0323,0.0039,-0.0248,-0.0581,0.044,0.9973,0.0306,0.0061,-0.0237,-0.1236,0.0444,0.9913,0.0295,1.1912,0.8359,-0.0382,-0.0525,-0.9979,1,Player1Face,-0.026,1.115,-0.6144,Player1Face,17073670840,0.0002,0.7982,0.2985,336.2814,53.1179,354.2537,FingerCubeReady,TABLE_Folding,-0.0278,1.1505,-0.5955,356.8559,3.1333,357.4686,0.0188,-0.0251,0.9993,1.323,1.1429,0,-0.0051,-0.0251,0.9998,1.3237,359.7442,0,Player2Face,0.0586,1.1953,0.8373,-0.0002,0.7991,-0.2952,1.7566,195.4088,345.2215,FingerCubeReady,TABLE_Folding,1964.156,0,1,Cube2,0,0.89,0,0,1984.782,1950.96969665,0.0112137251507137,0.3123,44.7494,16.7988,16.1203,1.381,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0276,1.1845,0.827,6.1592,187.0976,357.7534,0.0259,1.1837,0.8125,5.7851,187.2997,357.9098,1,-0.0323,0.0039,-0.0248,-0.0572,0.0443,0.9974,0.0306,0.0061,-0.0237,-0.1235,0.0444,0.9913,0.0295,1.1912,0.8359,-0.0384,-0.0529,-0.9979,1,Player1Face,-0.0262,1.1143,-0.6146,Player1Face,17073679172,0.0003,0.7982,0.2985,336.2933,53.1815,354.2145,FingerCubeReady,TABLE_Folding,-0.0278,1.1504,-0.5955,356.8584,3.1247,357.4778,0.0191,-0.0249,0.9993,1.3464,1.1307,0,-0.0051,-0.0249,0.9998,1.3472,359.7388,0,Player2Face,0.0587,1.1955,0.8373,-0.0002,0.7991,-0.2952,1.7549,195.4107,345.2233,FingerCubeReady,TABLE_Folding,1964.163,0,1,Cube2,0,0.89,0,0,1984.793,1950.98071375,0.0112137251507137,0.3123,44.7329,16.7723,16.0951,1.4057,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0275,1.1844,0.827,6.1924,187.0958,357.758,0.0259,1.1836,0.8125,5.8044,187.2752,357.8997,1,-0.0323,0.0039,-0.0248,-0.0572,0.0455,0.9973,0.0306,0.0061,-0.0237,-0.1234,0.0444,0.9913,0.0295,1.1911,0.8359,-0.038,-0.0526,-0.9979,1,Player1Face,-0.0257,1.1146,-0.6145,Player1Face,17073687504,0.0003,0.7982,0.2984,336.3014,53.2205,354.1847,FingerCubeReady,TABLE_Folding,-0.0278,1.1504,-0.5955,356.8658,3.1129,357.4751,0.0193,-0.0246,0.9993,1.3796,1.1167,0,-0.0051,-0.0246,0.9998,1.3802,359.7258,0,Player2Face,0.0586,1.1958,0.8372,-0.0002,0.799,-0.2952,1.7532,195.407,345.2277,FingerCubeReady,TABLE_Folding,1964.178,0,1,Cube2,0,0.89,0,0,1984.804,1950.99215675,0.0112137251507137,0.3122,44.7302,16.7804,16.1065,1.397,0
joint,5021,2,Responder,1,4,6,Initiator,0,2,1,2,3,0,0.0275,1.1844,0.8269,6.2281,187.0977,357.7663,0.0259,1.1835,0.8124,5.8722,187.2358,357.8971,1,-0.0323,0.0039,-0.0248,-0.0569,0.0453,0.9973,0.0306,0.0061,-0.0237,-0.1241,0.0455,0.9912,0.0296,1.191,0.8358,-0.0372,-0.0533,-0.9979,1,Player1Face,-0.0245,1.1135,-0.6151,Player1Face,17073704167,0.0003,0.7982,0.2984,336.2979,53.2192,354.1696,FingerCubeReady,TABLE_Folding,-0.0277,1.1504,-0.5955,356.8641,3.1206,357.4488,0.0192,-0.024,0.9994,1.3875,1.1112,0,-0.0055,-0.024,0.9998,1.3877,359.7156,0,Player2Face,0.0585,1.1966,0.837,-0.0002,0.7991,-0.2952,1.751,195.4073,345.226,FingerCubeReady,TABLE_Folding,1964.189,0,1,Cube2,0,0.89,0,0,1984.816,1951.00329125,0.0112137251507137,0.3122,44.7428,16.7386,16.0625,1.4424,0
