Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1967,0.8354,6.9059,182.7556,358.7646,-0.0183,1.1949,0.8206,6.8918,182.7917,358.7782,1,-0.0319,0.0044,-0.0244,-0.0278,0.1115,0.9934,0.0312,0.0055,-0.0233,-0.0812,0.1151,0.99,-0.0169,1.2027,0.8437,0.0034,-0.0054,-1,1,Player1Face,-0.0117,1.1945,-0.6712,Player1Face,9884918154,0.001,0.8008,0.2898,346.521,48.9607,346.0271,FingerCubeReady,TABLE_Folding,-0.0282,1.1787,-0.6605,359.0574,357.8618,359.4128,0.0741,-0.0084,0.9972,0.3534,4.3086,0,0.0415,-0.0084,0.9991,0.3582,2.3097,0,Player2Face,0.0037,1.1913,0.8515,0.004,0.7949,-0.2986,14.4172,226.8808,348.8975,FingerCubeReady,PlasterWallShort1,3503.802,0,1,Cube2,0,0.89,0,0,3465.154,3455.9767823,0.0158059495190019,0.3032,53.6438,20.0436,19.3525,0.868,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1967,0.8353,6.9065,182.7476,358.7676,-0.0182,1.1949,0.8206,6.8968,182.7954,358.7777,1,-0.0319,0.0044,-0.0244,-0.0274,0.1115,0.9934,0.0312,0.0055,-0.0233,-0.0809,0.115,0.9901,-0.0169,1.2027,0.8437,0.0029,-0.0055,-1,1,Player1Face,-0.0124,1.1943,-0.6711,Player1Face,9884926485,0.001,0.8007,0.2898,346.5298,48.9454,346.0243,FingerCubeReady,TABLE_Folding,-0.0282,1.1787,-0.6605,359.0574,357.8618,359.4128,0.0741,-0.0084,0.9972,0.3534,4.3086,0,0.0415,-0.0084,0.9991,0.3582,2.3097,0,Player2Face,0.0037,1.1913,0.8515,0.004,0.7949,-0.2986,14.4172,226.8808,348.8975,FingerCubeReady,PlasterWallShort1,3503.802,0,1,Cube2,0,0.89,0,0,3465.165,3455.988328,0.0158059495190019,0.3032,53.6562,20.0358,19.3451,0.8449,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1967,0.8353,6.8934,182.7398,358.7457,-0.0183,1.1949,0.8207,6.8993,182.7915,358.7931,1,-0.0319,0.0044,-0.0244,-0.0275,0.1106,0.9935,0.0312,0.0055,-0.0233,-0.0806,0.1157,0.99,-0.0169,1.2027,0.8437,0.003,-0.0057,-1,1,Player1Face,-0.0124,1.194,-0.6711,Player1Face,9884943148,0.001,0.8008,0.2898,346.5072,48.9292,346.0154,FingerCubeReady,TABLE_Folding,-0.0282,1.1787,-0.6605,359.0389,357.8513,359.392,0.0751,-0.0092,0.9971,0.4028,4.2993,0,0.0425,-0.0092,0.999,0.4099,2.3484,0,Player2Face,0.005,1.1907,0.852,0.004,0.7949,-0.2986,14.4172,226.8808,348.8975,FingerCubeReady,PlasterWallShort1,3503.815,0,1,Cube2,0,0.89,0,0,3465.176,3455.9989722,0.0158059495190019,0.3032,53.6771,20.0269,19.3361,0.8398,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1967,0.8354,6.8846,182.7366,358.7021,-0.0182,1.1949,0.8207,6.8929,182.7914,358.7892,1,-0.0319,0.0044,-0.0244,-0.0274,0.1105,0.9935,0.0312,0.0055,-0.0233,-0.0807,0.1155,0.99,-0.0169,1.2027,0.8438,0.003,-0.0057,-1,1,Player1Face,-0.0123,1.194,-0.6712,Player1Face,9884959811,0.001,0.8008,0.2898,346.4992,48.9707,345.9974,FingerCubeReady,TABLE_Folding,-0.0285,1.1788,-0.6606,359.0197,357.8516,359.3609,0.0771,-0.0103,0.997,0.4893,4.3286,0,0.0445,-0.0103,0.9989,0.4975,2.43,0,Player2Face,0.0081,1.1892,0.8531,0.004,0.7949,-0.2986,14.4754,226.9072,348.9118,FingerCubeReady,PlasterWallShort1,3503.838,0,1,Cube2,0,0.89,0,0,3465.199,3456.0212277,0.0158059495190019,0.3032,53.6599,20.0231,19.3325,0.8435,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1968,0.8356,6.881,182.7345,358.697,-0.0182,1.1949,0.8207,6.8851,182.7883,358.7834,1,-0.0319,0.0044,-0.0244,-0.0269,0.1109,0.9935,0.0312,0.0055,-0.0233,-0.0806,0.1159,0.99,-0.0168,1.2027,0.8438,0.0027,-0.0052,-1,1,Player1Face,-0.0127,1.1948,-0.6713,Player1Face,9884976474,0.001,0.8008,0.2898,346.4905,48.9646,345.9875,FingerCubeReady,TABLE_Folding,-0.0285,1.1788,-0.6606,359.0235,357.8584,359.3681,0.0772,-0.01,0.997,0.5198,4.355,0,0.0452,-0.01,0.9989,0.5272,2.4749,0,Player2Face,0.0089,1.1896,0.8531,0.004,0.7949,-0.2986,14.5148,226.8764,348.9187,FingerCubeReady,PlasterWallShort1,3503.849,0,1,Cube2,0,0.89,0,0,3465.21,3456.0327149,0.0158059495190019,0.3032,53.6725,20.0525,19.3617,0.855,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0176,1.1968,0.8356,6.8835,182.7479,358.6849,-0.0182,1.1949,0.8208,6.8886,182.7818,358.7799,1,-0.0319,0.0044,-0.0244,-0.0266,0.1106,0.9935,0.0312,0.0055,-0.0233,-0.0804,0.1154,0.9901,-0.0168,1.2027,0.8438,0.0026,-0.0056,-1,1,Player1Face,-0.0129,1.1941,-0.6712,Player1Face,9884984806,0.001,0.8008,0.2898,346.4699,48.9559,345.97,FingerCubeReady,TABLE_Folding,-0.0287,1.1789,-0.6607,359.0285,357.839,359.392,0.0778,-0.0105,0.9969,0.5436,4.382,0,0.0465,-0.0105,0.9988,0.5498,2.5243,0,Player2Face,0.0098,1.1887,0.8537,0.004,0.7949,-0.2986,14.5247,226.8688,348.9315,FingerCubeReady,PlasterWallShort1,3503.86,0,1,Cube2,0,0.89,0,0,3465.221,3456.0443363,0.0158059495190019,0.3032,53.6942,20.0277,19.3375,0.8332,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0175,1.1968,0.8356,6.9083,182.7651,358.674,-0.0182,1.1949,0.8208,6.8942,182.7708,358.7755,1,-0.0319,0.0044,-0.0244,-0.0271,0.1105,0.9935,0.0312,0.0055,-0.0233,-0.0801,0.1158,0.99,-0.0168,1.2026,0.8438,0.0028,-0.0056,-1,1,Player1Face,-0.0125,1.1941,-0.6713,Player1Face,9884993137,0.001,0.8007,0.2898,346.492,48.9763,345.97,FingerCubeReady,TABLE_Folding,-0.0287,1.179,-0.6606,359.0427,357.8377,359.3929,0.0785,-0.01,0.9969,0.5602,4.4137,0,0.0475,-0.01,0.9988,0.5648,2.5814,0,Player2Face,0.0111,1.189,0.8538,0.004,0.7949,-0.2986,14.5295,226.8564,348.9601,FingerCubeReady,PlasterWallShort1,3503.871,0,1,Cube2,0,0.89,0,0,3465.233,3456.0552161,0.0158059495190019,0.3032,53.6767,20.027,19.3376,0.8442,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0176,1.1968,0.8357,6.9254,182.7925,358.6494,-0.0182,1.1948,0.8207,6.9013,182.759,358.7713,1,-0.0319,0.0044,-0.0244,-0.0269,0.111,0.9935,0.0312,0.0055,-0.0233,-0.0802,0.1163,0.99,-0.0168,1.2026,0.8438,0.003,-0.0052,-1,1,Player1Face,-0.0123,1.1947,-0.6713,Player1Face,9885009800,0.001,0.8007,0.2897,346.493,49.0069,345.9586,FingerCubeReady,TABLE_Folding,-0.0288,1.179,-0.6605,359.0511,357.8255,359.4149,0.0787,-0.0099,0.9969,0.5666,4.4433,0,0.0475,-0.0099,0.9988,0.5696,2.6289,0,Player2Face,0.0108,1.1891,0.8537,0.004,0.7949,-0.2986,14.5277,226.8948,348.9713,FingerCubeReady,PlasterWallShort1,3503.882,0,1,Cube2,0,0.89,0,0,3465.244,3456.0664854,0.0158059495190019,0.3032,53.6628,20.0493,19.3599,0.8707,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0176,1.1968,0.8356,6.9453,182.8043,358.6296,-0.0182,1.1949,0.8207,6.9081,182.7551,358.7636,1,-0.0319,0.0044,-0.0244,-0.0269,0.1111,0.9934,0.0312,0.0055,-0.0233,-0.0801,0.1164,0.99,-0.0169,1.2027,0.8438,0.003,-0.0053,-1,1,Player1Face,-0.0123,1.1947,-0.6713,Player1Face,9885018132,0.001,0.8008,0.2898,346.4615,48.9724,345.9507,FingerCubeReady,TABLE_Folding,-0.0289,1.1789,-0.6605,359.0675,357.82,359.4236,0.0788,-0.0102,0.9969,0.5709,4.4683,0,0.0474,-0.0102,0.9988,0.5728,2.6636,0,Player2Face,0.0106,1.1882,0.8541,0.004,0.7949,-0.2986,14.5188,226.9156,348.968,FingerCubeReady,PlasterWallShort1,3503.894,0,1,Cube2,0,0.89,0,0,3465.255,3456.0777616,0.0158059495190019,0.3032,53.6954,20.0492,19.3588,0.8693,0
joint,5059,2,Responder,3,1,5,Initiator,1,2,3,1,2,0,-0.0176,1.1968,0.8356,6.9764,182.8424,358.644,-0.0182,1.1949,0.8206,6.9242,182.751,358.7519,1,-0.0319,0.0044,-0.0244,-0.0264,0.1113,0.9934,0.0312,0.0055,-0.0233,-0.0799,0.1163,0.99,-0.0169,1.2027,0.8436,0.0027,-0.0054,-1,1,Player1Face,-0.0128,1.1945,-0.6712,Player1Face,9885034795,0.001,0.8008,0.2898,346.4568,48.9844,345.9431,FingerCubeReady,TABLE_Folding,-0.0289,1.179,-0.6604,359.0778,357.8036,359.4244,0.0823,-0.0091,0.9966,0.5671,4.5111,0,0.0453,-0.0091,0.9989,0.5675,2.6682,0,Player2Face,0.0112,1.1896,0.8539,0.004,0.7949,-0.2986,14.5323,226.9244,348.9655,FingerCubeReady,PlasterWallShort1,3503.905,0,1,Cube2,0,0.89,0,0,3465.266,3456.0893769,0.0158059495190019,0.3032,53.6923,20.0461,19.3534,0.8539,0
