Task,TrialID,TargetLocation,RoleA,B1_Val_A,B2_Val_A,B3_Val_A,RoleB,PredictiveGaze,AV_Display,Gaze_1,Gaze_2,Gaze_3,Gaze_4,HeadX,HeadY,HeadZ,HeadEulerX,HeadEulerY,HeadEulerZ,PoseX,PoseY,PoseZ,PoseEulerX,PoseEulerY,PoseEulerZ,PoseValid,LeftGazeOriginX,LeftGazeOriginY,LeftGazeOriginZ,LeftGazeDirectionX,LeftGazeDirectionY,LeftGazeDirectionZ,RightGazeOriginX,RightGazeOriginY,RightGazeOriginZ,RightGazeDirectionX,RightGazeDirectionY,RightGazeDirectionZ,CombinedGazeOriginX,CombinedGazeOriginY,CombinedGazeOriginZ,CombinedGazeDirectionX,CombinedGazeDirectionY,CombinedGazeDirectionZ,GazeValid,GazedObject,GazedPointX,GazedPointY,GazedPointZ,GazedObjG2OM,EyeTimeStamp,HandPosX,HandPosY,HandPosZ,HandEulerX,HandEulerY,HandEulerZ,HandContactObj,HandPointObj,PartnerHeadPosX,PartnerHeadPosY,PartnerHeadPosZ,PartnerHeadEulerX,PartnerHeadEulerY,PartnerHeadEulerZ,PartnerLeftEyeGazeVectorX,PartnerLeftEyeGazeVectorY,PartnerLeftEyeGazeZ,PartnerLeftEyeEulerX,PartnerLeftEyeEulerY,PartnerLeftEyeEulerZ,PartnerRightEyeGazeVectorX,PartnerRightEyeGazeVectorY,PartnerRightEyeGazeVectorZ,PartnerRightEyeEulerX,PartnerRightEyeEulerY,PartnerRightEyeEulerZ,PartnerGazedObject,PartnerGazedPointX,PartnerGazedPointY,PartnerGazedPointZ,PartnerHandPosX,PartnerHandPosY,PartnerHandPosZ,PartnerHandEulerX,PartnerHandEulerY,PartnerHandEulerZ,PartnerHandContactName,PartnerPointName,PartnerLocalTime,JointAttention,JointGaze,TargetName,TargetPosX,TargetPosY,TargetPosZ,ExpPhase,UnityTime,NetworkTime,NetworkRTT,HandToTargetDist,HandAngleToTarget,GazeAngleToTarget,GazeAngleToPartnerHand,GazeAngleToPartnerHead,MovePhase
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0283,1.1763,0.8001,4.8815,183.571,357.6467,0.0274,1.1759,0.7859,4.5488,183.5868,357.6696,1,-0.0319,0.0039,-0.0248,-0.0003,0.0825,0.9966,0.0309,0.006,-0.0235,-0.0573,0.0829,0.9949,0.0291,1.1828,0.8095,-0.0371,0.0046,-0.9993,1,Player1Face,-0.0247,1.1894,-0.6403,Player1Face,16092125549,-0.0021,0.7991,0.298,340.5117,39.5139,352.7679,FingerCubeReady,TABLE_Folding,-0.0258,1.1736,-0.6312,3.0948,0.0145,358.3981,0.0901,-0.3473,0.9339,12.8526,4.5311,0,0.04,-0.3473,0.9364,12.9741,2.555,0,Cube2,0.0078,0.9388,-0.1,0.0042,0.8088,-0.2884,341.822,203.1937,348.0089,FingerCubeReady,TABLE_Folding,982.5731,0,0,Cube2,0,0.89,0,0,1003.198,969.38469485,0.0113512221280838,0.3115,57.0763,20.1359,19.0874,0.6312,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0282,1.1761,0.7999,4.9641,183.5361,357.6906,0.0273,1.1757,0.7857,4.6249,183.5865,357.6468,1,-0.0319,0.0039,-0.0248,-0.0002,0.0827,0.9966,0.0309,0.0061,-0.0235,-0.0568,0.0847,0.9948,0.0291,1.1826,0.8093,-0.0375,0.0043,-0.9993,1,Player1Face,-0.0254,1.1888,-0.6405,Player1Face,16092150543,-0.0021,0.7991,0.298,340.4824,39.481,352.7737,FingerCubeReady,TABLE_Folding,-0.0258,1.1735,-0.6313,3.1113,0.0143,358.4239,0.0889,-0.3676,0.9268,16.1737,4.8573,0,0.0377,-0.3676,0.9282,16.2872,2.5298,0,Cube2,0.0067,0.9246,-0.1,0.0042,0.809,-0.2886,341.8234,203.2412,347.9638,FingerCubeReady,TABLE_Folding,982.5947,0,0,Cube2,0,0.89,0,0,1003.221,969.40724645,0.0113512221280838,0.3115,57.1023,20.1117,19.054,0.6075,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0282,1.176,0.7999,5.0193,183.5078,357.7104,0.0273,1.1756,0.7856,4.6538,183.5856,357.6331,1,-0.0319,0.0039,-0.0248,-0.0003,0.0826,0.9966,0.0309,0.0061,-0.0235,-0.0566,0.0855,0.9947,0.0291,1.1826,0.8093,-0.0376,0.0041,-0.9993,1,Player1Face,-0.0255,1.1886,-0.6405,Player1Face,16092158875,-0.0021,0.7991,0.2979,340.4698,39.514,352.7245,FingerCubeReady,TABLE_Folding,-0.0258,1.1735,-0.6313,3.1295,0.0046,358.4173,0.0902,-0.3673,0.9265,17.5358,5.0089,0,0.0374,-0.3673,0.9286,17.6422,2.4965,0,Cube2,0.0069,0.9246,-0.1,0.0042,0.809,-0.2886,341.8268,203.2534,347.9616,FingerCubeReady,TABLE_Folding,982.6066,0,0,Cube2,0,0.89,0,0,1003.232,969.41789645,0.0113512221280838,0.3115,57.1115,20.1014,19.0429,0.5958,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0282,1.176,0.7998,5.0648,183.495,357.7089,0.0273,1.1755,0.7856,4.6824,183.5827,357.6335,1,-0.0319,0.0039,-0.0248,-0.0004,0.0832,0.9965,0.0309,0.0061,-0.0235,-0.0564,0.0861,0.9947,0.0291,1.1825,0.8092,-0.0376,0.0042,-0.9993,1,Player1Face,-0.0255,1.1886,-0.6404,Player1Face,16092167206,-0.0021,0.7992,0.2979,340.4326,39.5339,352.7159,FingerCubeReady,TABLE_Folding,-0.0259,1.1735,-0.6313,3.1192,0.0046,358.415,0.0913,-0.3665,0.9266,18.4615,5.1255,0,0.037,-0.3665,0.929,18.56,2.4636,0,Cube2,0.0071,0.9252,-0.1,0.0042,0.809,-0.2886,341.8287,203.2484,347.9612,FingerCubeReady,TABLE_Folding,982.617,0,0,Cube2,0,0.89,0,0,1003.243,969.42909585,0.0113512221280838,0.3114,57.1041,20.1009,19.0438,0.5987,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0282,1.176,0.7996,5.0928,183.4824,357.6492,0.0273,1.1753,0.7855,4.7584,183.5799,357.6495,1,-0.0319,0.0039,-0.0248,-0.0004,0.0835,0.9965,0.0309,0.0061,-0.0235,-0.0562,0.088,0.9945,0.0291,1.1823,0.8091,-0.0377,0.004,-0.9993,1,Player1Face,-0.0256,1.1881,-0.6405,Player1Face,16092183869,-0.0021,0.7992,0.2978,340.4169,39.5707,352.6887,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6313,3.1284,0.0166,358.4156,0.0931,-0.3659,0.9267,18.997,5.2032,0,0.0336,-0.3659,0.9293,19.0895,2.4342,0,Cube2,0.0067,0.9255,-0.1,0.0042,0.809,-0.2886,341.8362,203.2519,347.9467,FingerCubeReady,TABLE_Folding,982.6244,0,0,Cube2,0,0.89,0,0,1003.254,969.44026835,0.0113512221280838,0.3113,57.0954,20.0815,19.0236,0.5808,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0283,1.1759,0.7995,5.1193,183.4907,357.5822,0.0273,1.1752,0.7854,4.7863,183.5773,357.6608,1,-0.0319,0.004,-0.0248,-0.0002,0.084,0.9965,0.0309,0.0061,-0.0235,-0.056,0.0883,0.9945,0.0291,1.1823,0.809,-0.0379,0.0039,-0.9993,1,Player1Face,-0.0258,1.1879,-0.6405,Player1Face,16092192201,-0.0021,0.7992,0.2977,340.428,39.6064,352.6669,FingerCubeReady,TABLE_Folding,-0.0259,1.1734,-0.6313,3.142,0.0061,358.4164,0.0937,-0.3652,0.9269,19.8317,5.3529,0,0.0334,-0.3652,0.9297,19.9114,2.3551,0,Cube2,0.0067,0.9258,-0.1,0.0042,0.8091,-0.2886,341.8388,203.2518,347.9426,FingerCubeReady,TABLE_Folding,982.6396,0,0,Cube2,0,0.89,0,0,1003.265,969.45142925,0.0113512221280838,0.3113,57.0857,20.0724,19.0144,0.5733,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0283,1.1759,0.7994,5.1464,183.4884,357.5149,0.0273,1.1752,0.7854,4.8172,183.5757,357.6571,1,-0.0319,0.004,-0.0248,-0.0004,0.0842,0.9964,0.0309,0.0061,-0.0235,-0.0561,0.0882,0.9945,0.0291,1.1822,0.8089,-0.0377,0.0034,-0.9993,1,Player1Face,-0.0255,1.1871,-0.6406,Player1Face,16092200532,-0.0021,0.7992,0.2978,340.4133,39.554,352.6492,FingerCubeReady,TABLE_Folding,-0.0259,1.1734,-0.6313,3.1438,0.0051,358.4298,0.0945,-0.3648,0.9269,20.2422,5.4446,0,0.0331,-0.3648,0.9298,20.3133,2.2983,0,Cube2,0.0069,0.9261,-0.1,0.0041,0.8091,-0.2887,341.8377,203.2653,347.9359,FingerCubeReady,TABLE_Folding,982.6503,0,0,Cube2,0,0.89,0,0,1003.277,969.46303605,0.0113512221280838,0.3113,57.1391,20.0414,18.9819,0.5436,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0283,1.1759,0.7993,5.1818,183.4799,357.4877,0.0273,1.175,0.7852,4.8844,183.5701,357.6486,1,-0.0319,0.004,-0.0248,0.0001,0.0851,0.9964,0.0309,0.0061,-0.0235,-0.0564,0.0889,0.9944,0.0291,1.1821,0.8088,-0.0377,0.003,-0.9993,1,Player1Face,-0.0256,1.1865,-0.6406,Player1Face,16092217195,-0.0021,0.7991,0.2978,340.4186,39.5445,352.5677,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6313,3.1485,0.0029,358.4188,0.0955,-0.3645,0.9268,20.552,5.5293,0,0.032,-0.3645,0.9302,20.6146,2.2411,0,Cube2,0.0067,0.9263,-0.1,0.0041,0.809,-0.2887,341.8354,203.2584,347.9552,FingerCubeReady,TABLE_Folding,982.6613,0,0,Cube2,0,0.89,0,0,1003.288,969.47462665,0.0113512221280838,0.3114,57.2086,20.0183,18.9633,0.52,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0284,1.1758,0.7992,5.2395,183.4746,357.5003,0.0273,1.1749,0.7851,4.9095,183.5621,357.6654,1,-0.0319,0.004,-0.0248,0.0002,0.0859,0.9963,0.0309,0.0061,-0.0235,-0.0562,0.0901,0.9943,0.0291,1.182,0.8087,-0.0378,0.0036,-0.9993,1,Player1Face,-0.0257,1.1872,-0.6405,Player1Face,16092225527,-0.0021,0.7991,0.2978,340.3959,39.5366,352.5604,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6314,3.1382,-0.0032,358.4116,0.0964,-0.3646,0.9265,20.7937,5.6134,0,0.0317,-0.3646,0.9303,20.8475,2.182,0,Cube2,0.0068,0.9263,-0.1,0.0041,0.809,-0.2887,341.8349,203.264,347.948,FingerCubeReady,TABLE_Folding,982.673,0,0,Cube2,0,0.89,0,0,1003.3,969.48642075,0.0113512221280838,0.3114,57.2233,20.0476,18.9919,0.5461,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0284,1.1757,0.7991,5.3048,183.4603,357.4999,0.0273,1.1748,0.785,4.9819,183.527,357.697,1,-0.0319,0.004,-0.0248,0.0009,0.0871,0.9962,0.0309,0.0061,-0.0235,-0.0567,0.0914,0.9942,0.0291,1.1819,0.8086,-0.0373,0.0035,-0.9993,1,Player1Face,-0.025,1.187,-0.6406,Player1Face,16092242190,-0.0021,0.7992,0.2978,340.364,39.5188,352.5724,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6314,3.1307,-0.0045,358.4113,0.0972,-0.3645,0.9262,20.9523,5.6838,0,0.0313,-0.3645,0.9306,20.9981,2.1328,0,Cube2,0.0069,0.9264,-0.1,0.0041,0.809,-0.2887,341.8384,203.2566,347.9561,FingerCubeReady,TABLE_Folding,982.6837,0,0,Cube2,0,0.89,0,0,1003.311,969.49709175,0.0113512221280838,0.3113,57.2323,20.0397,18.9854,0.5403,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0284,1.1756,0.799,5.3651,183.4376,357.5514,0.0273,1.1747,0.7849,5.0238,183.5065,357.7103,1,-0.0319,0.004,-0.0248,0.0011,0.0877,0.9961,0.0309,0.0061,-0.0235,-0.057,0.0923,0.9941,0.029,1.1819,0.8085,-0.0368,0.0036,-0.9993,1,Player1Face,-0.0244,1.187,-0.6407,Player1Face,16092250522,-0.002,0.7991,0.2977,340.396,39.5647,352.5148,FingerCubeReady,TABLE_Folding,-0.0261,1.1735,-0.6314,3.1331,359.9913,358.4106,0.0962,-0.3632,0.9263,21.075,5.7495,0,0.0317,-0.3632,0.9316,21.1107,2.0862,0,Cube2,0.0067,0.9273,-0.1,0.0041,0.809,-0.2888,341.8339,203.2699,347.9477,FingerCubeReady,TABLE_Folding,982.6957,0,0,Cube2,0,0.89,0,0,1003.322,969.50840055,0.0113512221280838,0.3113,57.2419,20.0415,18.9847,0.5432,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0285,1.1755,0.7989,5.4274,183.4169,357.6108,0.0273,1.1747,0.7849,5.0574,183.4971,357.7091,1,-0.0319,0.004,-0.0248,0.0013,0.0881,0.9961,0.0309,0.0061,-0.0235,-0.0572,0.0928,0.994,0.029,1.1818,0.8084,-0.0367,0.0034,-0.9993,1,Player1Face,-0.0242,1.1868,-0.6407,Player1Face,16092258853,-0.0021,0.7991,0.2978,340.378,39.547,352.5127,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6313,3.1349,359.993,358.4132,0.0975,-0.3631,0.9261,21.1473,5.7979,0,0.0316,-0.3631,0.9318,21.1732,2.0534,0,Cube2,0.007,0.9272,-0.1,0.0041,0.809,-0.2888,341.8365,203.2688,347.9442,FingerCubeReady,TABLE_Folding,982.7062,0,0,Cube2,0,0.89,0,0,1003.333,969.51900975,0.0113512221280838,0.3113,57.2573,20.0346,18.9773,0.5378,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0285,1.1754,0.7988,5.4916,183.3925,357.6463,0.0273,1.1746,0.7847,5.1015,183.4852,357.6272,1,-0.0319,0.004,-0.0248,0.002,0.0894,0.996,0.0309,0.0061,-0.0235,-0.0569,0.0939,0.9939,0.0291,1.1818,0.8082,-0.0371,0.0039,-0.9993,1,Player1Face,-0.0248,1.1874,-0.6406,Player1Face,16092275516,-0.0021,0.799,0.2977,340.3867,39.5663,352.491,FingerCubeReady,TABLE_Folding,-0.026,1.1734,-0.6313,3.1068,359.9793,358.404,0.0974,-0.3638,0.9259,21.2017,5.8433,0,0.0303,-0.3638,0.9314,21.2181,2.0206,0,Cube2,0.0063,0.9271,-0.1,0.0041,0.809,-0.2888,341.8422,203.2624,347.9397,FingerCubeReady,TABLE_Folding,982.7175,0,0,Cube2,0,0.89,0,0,1003.344,969.53073785,0.0113512221280838,0.3113,57.2564,20.0609,19.0043,0.5571,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0285,1.1753,0.7986,5.5607,183.3888,357.6589,0.0274,1.1746,0.7846,5.1213,183.4905,357.5774,1,-0.0319,0.004,-0.0248,0.0024,0.0901,0.9959,0.0309,0.0061,-0.0235,-0.0569,0.095,0.9938,0.0291,1.1818,0.8082,-0.0376,0.0045,-0.9993,1,Player1Face,-0.0254,1.1882,-0.6405,Player1Face,16092283848,-0.002,0.799,0.2976,340.3748,39.625,352.4579,FingerCubeReady,TABLE_Folding,-0.0259,1.1735,-0.6314,3.1142,359.9822,358.406,0.0981,-0.365,0.9257,21.2444,5.8822,0,0.0287,-0.365,0.9307,21.254,1.9842,0,Cube2,0.0062,0.9261,-0.1,0.0041,0.809,-0.2888,341.8421,203.2597,347.9398,FingerCubeReady,TABLE_Folding,982.7284,0,0,Cube2,0,0.89,0,0,1003.356,969.54175725,0.0113512221280838,0.3112,57.2369,20.0937,19.0384,0.5855,0
joint,2510,2,Responder,5,3,1,Initiator,0,2,1,2,3,0,0.0285,1.1751,0.7985,5.6298,183.3856,357.6598,0.0274,1.1746,0.7845,5.1407,183.4889,357.529,1,-0.0319,0.004,-0.0248,0.0024,0.0914,0.9958,0.0309,0.0061,-0.0235,-0.057,0.0961,0.9937,0.0291,1.1818,0.8081,-0.0377,0.0054,-0.9993,1,Player1Face,-0.0255,1.1895,-0.6405,Player1Face,16092292179,-0.002,0.7991,0.2976,340.3305,39.6035,352.4503,FingerCubeReady,TABLE_Folding,-0.0258,1.1734,-0.6314,3.1156,359.9798,358.4103,0.0967,-0.3652,0.9259,21.2813,5.9122,0,0.028,-0.3652,0.9305,21.2869,1.9431,0,Cube2,0.0055,0.926,-0.1,0.0041,0.809,-0.2888,341.849,203.2527,347.9277,FingerCubeReady,TABLE_Folding,982.7393,0,0,Cube2,0,0.89,0,0,1003.367,969.55318665,0.0113512221280838,0.3112,57.2605,20.1475,19.0907,0.6389,0
