TaskName,PlaybackID,TrialID,GazeCongruency,TargetLocation,Participant,AI
joint,P1000_Player2_1157_joint_TrialID5001_Date_29_10_2020_132817.csv,5001,0,1,Responder,Initiator
joint,P1000_Player2_1051_joint_TrialID5002_Date_29_10_2020_131105.csv,5002,0,1,Responder,Initiator
joint,P1000_Player2_1285_joint_TrialID5003_Date_29_10_2020_135235.csv,5003,0,1,Responder,Initiator
joint,P1000_Player2_1016_joint_TrialID5004_Date_19_11_2020_145217.csv,5004,0,1,Responder,Initiator
joint,P1000_Player2_1292_joint_TrialID5005_Date_29_10_2020_135335.csv,5005,0,1,Responder,Initiator
joint,P1000_Player2_1220_joint_TrialID5006_Date_29_10_2020_133716.csv,5006,0,1,Responder,Initiator
joint,P1000_Player2_1205_joint_TrialID5007_Date_29_10_2020_133508.csv,5007,0,1,Responder,Initiator
joint,P1000_Player2_1206_joint_TrialID5008_Date_29_10_2020_133517.csv,5008,0,1,Responder,Initiator
joint,P1000_Player2_1154_joint_TrialID5009_Date_29_10_2020_132750.csv,5009,0,1,Responder,Initiator
joint,P1000_Player2_1159_joint_TrialID5010_Date_29_10_2020_132834.csv,5010,0,1,Responder,Initiator
joint,P1000_Player2_1309_joint_TrialID5011_Date_29_10_2020_135601.csv,5011,0,1,Responder,Initiator
joint,P1000_Player2_1082_joint_TrialID5012_Date_29_10_2020_131612.csv,5012,0,1,Responder,Initiator
joint,P1000_Player2_1160_joint_TrialID5013_Date_29_10_2020_132843.csv,5013,0,2,Responder,Initiator
joint,P1000_Player2_1201_joint_TrialID5014_Date_29_10_2020_133433.csv,5014,0,2,Responder,Initiator
joint,P1000_Player2_1024_joint_TrialID5015_Date_29_10_2020_130702.csv,5015,0,2,Responder,Initiator
joint,P1000_Player2_1180_joint_TrialID5016_Date_29_10_2020_133133.csv,5016,0,2,Responder,Initiator
joint,P1000_Player2_1282_joint_TrialID5017_Date_29_10_2020_135210.csv,5017,0,2,Responder,Initiator
joint,P1000_Player2_1183_joint_TrialID5018_Date_29_10_2020_133156.csv,5018,0,2,Responder,Initiator
joint,P1000_Player2_1240_joint_TrialID5019_Date_29_10_2020_134007.csv,5019,0,2,Responder,Initiator
joint,P1000_Player2_1268_joint_TrialID5020_Date_29_10_2020_134354.csv,5020,0,2,Responder,Initiator
joint,P1000_Player2_1071_joint_TrialID5021_Date_29_10_2020_131417.csv,5021,0,2,Responder,Initiator
joint,P1000_Player2_1067_joint_TrialID5022_Date_29_10_2020_131337.csv,5022,0,2,Responder,Initiator
joint,P1000_Player2_1345_joint_TrialID5023_Date_29_10_2020_140049.csv,5023,0,2,Responder,Initiator
joint,P1000_Player2_1308_joint_TrialID5024_Date_29_10_2020_135552.csv,5024,0,2,Responder,Initiator
joint,P1000_Player2_1143_joint_TrialID5025_Date_29_10_2020_132607.csv,5025,0,3,Responder,Initiator
joint,P1000_Player2_1084_joint_TrialID5026_Date_29_10_2020_131628.csv,5026,0,3,Responder,Initiator
joint,P1000_Player2_1044_joint_TrialID5027_Date_29_10_2020_131003.csv,5027,0,3,Responder,Initiator
joint,P1000_Player2_1010_joint_TrialID5028_Date_29_10_2020_130458.csv,5028,0,3,Responder,Initiator
joint,P1000_Player2_1161_joint_TrialID5029_Date_29_10_2020_132851.csv,5029,0,3,Responder,Initiator
joint,P1000_Player2_1118_joint_TrialID5030_Date_29_10_2020_132236.csv,5030,0,3,Responder,Initiator
joint,P1000_Player2_1053_joint_TrialID5031_Date_29_10_2020_131123.csv,5031,0,3,Responder,Initiator
joint,P1000_Player2_1002_joint_TrialID5032_Date_19_11_2020_144957.csv,5032,0,3,Responder,Initiator
joint,P1000_Player2_1171_joint_TrialID5033_Date_29_10_2020_133017.csv,5033,0,3,Responder,Initiator
joint,P1000_Player2_1423_joint_TrialID5034_Date_29_10_2020_141051.csv,5034,0,3,Responder,Initiator
joint,P1000_Player2_1176_joint_TrialID5035_Date_29_10_2020_133058.csv,5035,0,3,Responder,Initiator
joint,P1000_Player2_1107_joint_TrialID5036_Date_29_10_2020_132018.csv,5036,0,3,Responder,Initiator
joint,P1000_Player2_1048_joint_TrialID5037_Date_29_10_2020_131037.csv,5037,1,1,Responder,Initiator
joint,P1000_Player2_1070_joint_TrialID5038_Date_29_10_2020_131406.csv,5038,1,1,Responder,Initiator
joint,P1000_Player2_1193_joint_TrialID5039_Date_29_10_2020_133328.csv,5039,1,1,Responder,Initiator
joint,P1000_Player2_1341_joint_TrialID5040_Date_29_10_2020_140018.csv,5040,1,1,Responder,Initiator
joint,P1000_Player2_1066_joint_TrialID5041_Date_29_10_2020_131327.csv,5041,1,1,Responder,Initiator
joint,P1000_Player2_1340_joint_TrialID5042_Date_29_10_2020_140010.csv,5042,1,1,Responder,Initiator
joint,P1000_Player2_1134_joint_TrialID5043_Date_29_10_2020_132453.csv,5043,1,1,Responder,Initiator
joint,P1000_Player2_1235_joint_TrialID5044_Date_29_10_2020_133926.csv,5044,1,1,Responder,Initiator
joint,P1000_Player2_1251_joint_TrialID5045_Date_29_10_2020_134139.csv,5045,1,1,Responder,Initiator
joint,P1000_Player2_1039_joint_TrialID5046_Date_29_10_2020_130918.csv,5046,1,1,Responder,Initiator
joint,P1000_Player2_1173_joint_TrialID5047_Date_29_10_2020_133033.csv,5047,1,1,Responder,Initiator
joint,P1000_Player2_1288_joint_TrialID5048_Date_29_10_2020_135301.csv,5048,1,1,Responder,Initiator
joint,P1000_Player2_1360_joint_TrialID5049_Date_29_10_2020_140242.csv,5049,1,2,Responder,Initiator
